YEAR,1_SELF_EMPLOY,2_NUM_OF_EMPLOYEES,3_TECH_ORG,4_MH_BEN_PROVIDED,5_AWARE_OF_MH_BENEFITS,6_EMPLOY_FORMALLY_DISCUSS_MH,7_EMPLOY_OFFER_RESOURCES,8_ANONIMITY_PROTECT,9_COMFORT_DISCUSS_SUPERVISOR,10_EVER_DISUSS_MH_w_EMPLOY,11_IMPORTANCE_EMPLOY_PHYS_HEALTH,12_IMPORTANCE_EMPLOY_MENTAL_HEALTH,13_IF_DIAGNOSED_MH_REVEAL_COWORK_EMPLOYEES,14_IF_REVEAL_DISORDER_HOW_IMPACT_RELATIONSHIP,15_CURRENT_MH_DISORDER,16_DIAGNOSED_MH_DISORDER,17_DISORDER_INTERFERE_WITH_WORK_WHEN_TREATED,18_DISORDER_INTERFERE_WITH_WORK_WHEN_NOT_TREATED,19_TECH_SUPPORT_EMPLOYEE_w_MH_DISORDER,20_AGE,21_GENDER,22_COUNTRY,23_STATE,24_RACE,25_COUNTRY_2
2019,FALSE,100-500,FALSE,No,No,No,No,I don't know,No,TRUE,8,5,,,Yes,Yes,Rarely,Often,2,36,Male,Mexico,,,Mexico
2019,FALSE,More than 1000,FALSE,Yes,Yes,Yes,Yes,I don't know,Yes,TRUE,10,10,,,Yes,Yes,Rarely,Often,3,31,female,United States of America,Minnesota,White,United States of America
2019,FALSE,100-500,TRUE,Yes,Yes,Yes,Yes,I don't know,Yes,FALSE,8,10,,,Yes,Yes,Sometimes,Often,2,26,Agender trans woman,United States of America,Michigan,More than one of the above,United States of America
2019,FALSE,25-Jun,TRUE,Yes,Yes,No,I don't know,Yes,Yes,TRUE,7,8,,,No,,Not applicable to me,Not applicable to me,3,39,male,United States of America,Massachusetts,White,United States of America
2019,FALSE,More than 1000,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,TRUE,6,5,,,Yes,Yes,Sometimes,Often,3,36,Female,United States of America,New York,White,United States of America
2019,FALSE,25-Jun,TRUE,Not eligible for coverage / NA,Yes,No,No,Yes,Maybe,FALSE,9,6,,,Yes,Yes,Often,Rarely,3,25,Female,United States of America,Michigan,White,United States of America
2019,FALSE,More than 1000,FALSE,No,No,No,No,I don't know,No,FALSE,0,0,,,Yes,Yes,Sometimes,Often,1,47,m,Switzerland,,,Switzerland
2019,FALSE,More than 1000,FALSE,Yes,No,Yes,Yes,I don't know,Yes,TRUE,5,7,,,Possibly,,Rarely,Often,2,38,Male,United Kingdom,,,United Kingdom
2019,FALSE,26-100,TRUE,I don't know,N/A,Yes,No,I don't know,Maybe,TRUE,10,10,,,Don't Know,,Not applicable to me,Not applicable to me,3,33,male,Canada,,,Canada
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",Negatively,Possibly,,Not applicable to me,Often,1,59,Female ,United Kingdom,,,United Kingdom
2019,FALSE,100-500,TRUE,Yes,Yes,Yes,No,Yes,Yes,FALSE,5,7,,,Possibly,,Rarely,Sometimes,2,39,Male,United States of America,Nebraska,White,United States of America
2019,FALSE,100-500,TRUE,Not eligible for coverage / NA,N/A,Yes,I don't know,Yes,Maybe,FALSE,5,5,,,Yes,Yes,Rarely,Often,3,19,female,United States of America,Nebraska,White,United States of America
2019,FALSE,25-Jun,FALSE,Not eligible for coverage / NA,N/A,No,No,I don't know,No,FALSE,5,3,,,Yes,Yes,Sometimes,Often,2,35,Male,United States of America,Kansas,White,United States of America
2019,FALSE,26-100,TRUE,Yes,Yes,No,No,I don't know,No,FALSE,0,0,,,Yes,Yes,Sometimes,Often,3,38,male,United States of America,Tennessee,White,United States of America
2019,FALSE,100-500,TRUE,I don't know,Yes,I don't know,Yes,I don't know,No,FALSE,8,10,,,No,,Not applicable to me,Not applicable to me,5,23,femmina,Italy,,,Italy
2019,FALSE,More than 1000,FALSE,Yes,Yes,No,Yes,Yes,Yes,TRUE,8,1,,,Yes,Yes,Sometimes,Often,3,32,Male,United States of America,Massachusetts,White,United States of America
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Yes,Yes,Rarely,Sometimes,3,39,male,United States of America,Maine,White,United States of America
2019,FALSE,More than 1000,FALSE,Yes,Yes,No,Yes,Yes,Maybe,FALSE,6,6,,,No,,Not applicable to me,Not applicable to me,4,33,Male,United States of America,Tennessee,White,United States of America
2019,FALSE,500-1000,TRUE,I don't know,No,No,No,Yes,Yes,TRUE,5,4,,,Yes,Yes,Often,Often,4,38,Female,New Zealand,,,New Zealand
2019,FALSE,26-100,TRUE,Yes,No,No,I don't know,I don't know,Maybe,FALSE,6,6,,,Possibly,,Sometimes,Often,3,42,Male,United States of America,Arizona,White,United States of America
2019,FALSE,500-1000,TRUE,I don't know,Yes,No,No,I don't know,No,FALSE,5,0,,,Possibly,,Not applicable to me,Often,1,39,female,United States of America,Oregon,White,United States of America
2019,FALSE,More than 1000,TRUE,Not eligible for coverage / NA,No,No,No,I don't know,Yes,FALSE,8,5,,,Don't Know,,Not applicable to me,Not applicable to me,3,30,Male,Spain,,,Spain
2019,FALSE,100-500,TRUE,No,No,I don't know,I don't know,I don't know,Yes,TRUE,8,6,,,Possibly,,Not applicable to me,Often,2,39,male,Germany,,,Germany
2019,FALSE,500-1000,TRUE,I don't know,No,No,No,I don't know,Maybe,FALSE,10,6,,,No,,Often,Often,2,50,male,Italy,,,Italy
2019,FALSE,100-500,FALSE,I don't know,No,No,No,I don't know,Maybe,FALSE,5,5,,,No,,Not applicable to me,Not applicable to me,3,43,43,Portugal,,,Portugal
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",No change,Possibly,,Rarely,Sometimes,3,59,Female,United States of America,California,White,United States of America
2019,FALSE,More than 1000,FALSE,Yes,Yes,Yes,Yes,Yes,Maybe,FALSE,10,8,,,Yes,Yes,Sometimes,Often,3,53,male,United States of America,New Jersey,White,United States of America
2019,FALSE,25-Jun,TRUE,Yes,No,Yes,I don't know,I don't know,Yes,FALSE,6,7,,,No,,Not applicable to me,Not applicable to me,3,35,Male,United States of America,New York,White,United States of America
2019,FALSE,25-Jun,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,FALSE,5,10,,,No,,Not applicable to me,Not applicable to me,3,27,Female,Canada,,,Canada
2019,FALSE,25-Jun,TRUE,Yes,No,No,No,No,No,FALSE,5,5,,,Possibly,,Sometimes,Sometimes,2,24,female,Canada,,,Canada
2019,FALSE,25-Jun,TRUE,Yes,Yes,I don't know,I don't know,I don't know,Yes,FALSE,10,10,,,Yes,Yes,Sometimes,Often,3,29,Trans man,United States of America,Ohio,White,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,No,No,I don't know,Yes,FALSE,10,2,,,Yes,Yes,Sometimes,Often,1,40,female,Ireland,,,Ireland
2019,FALSE,100-500,TRUE,Not eligible for coverage / NA,N/A,No,No,I don't know,Maybe,FALSE,9,2,,,Don't Know,,Not applicable to me,Not applicable to me,2,27,Male,France,,,France
2019,TRUE,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,3,46,Male,Canada,,,Canada
2019,FALSE,100-500,TRUE,No,No,No,No,No,No,FALSE,10,0,,,Yes,Yes,Sometimes,Sometimes,1,39,male,Canada,,,Canada
2019,TRUE,,,,,,,,,,,,Not applicable to me,Not applicable to me,Don't Know,,Not applicable to me,Not applicable to me,5,19,man,Algeria,,,Algeria
2019,FALSE,500-1000,TRUE,No,No,No,No,I don't know,No,FALSE,1,1,,,No,,Not applicable to me,Not applicable to me,3,28,male,Hong Kong,,,Hong Kong
2019,FALSE,More than 1000,FALSE,I don't know,No,Yes,Yes,Yes,Maybe,FALSE,10,8,,,No,,Not applicable to me,Not applicable to me,3,30,Male,United States of America,North Carolina,Asian,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,Yes,I don't know,Maybe,FALSE,8,8,,,Yes,Yes,Sometimes,Often,3,29,Female,United States of America,California,Black or African American,United States of America
2019,FALSE,More than 1000,FALSE,I don't know,No,No,No,I don't know,Maybe,FALSE,7,3,,,No,,Not applicable to me,Not applicable to me,2,24,Male,United States of America,Virginia,White,United States of America
2019,FALSE,More than 1000,TRUE,Not eligible for coverage / NA,No,No,No,I don't know,Yes,TRUE,8,5,,,Yes,Yes,Sometimes,Often,2,25,Female,United States of America,Washington,White,United States of America
2019,FALSE,500-1000,FALSE,I don't know,No,Yes,I don't know,I don't know,Maybe,FALSE,2,5,,,No,,Not applicable to me,Not applicable to me,3,45,M,United Kingdom,,,United Kingdom
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,Yes,Yes,Maybe,FALSE,8,7,,,Yes,Yes,Not applicable to me,Often,2,37,Male,United States of America,California,Asian,United States of America
2019,FALSE,25-Jun,TRUE,I don't know,No,No,No,I don't know,Maybe,FALSE,7,6,,,No,,Not applicable to me,Not applicable to me,3,22,Male,United States of America,Maine,White,United States of America
2019,FALSE,500-1000,TRUE,Yes,Yes,Yes,Yes,I don't know,Yes,TRUE,7,7,,,Yes,Yes,Sometimes,Often,3,35,Female,United States of America,Oregon,White,United States of America
2019,FALSE,More than 1000,FALSE,I don't know,No,I don't know,I don't know,I don't know,Maybe,FALSE,10,2,,,Yes,Yes,Sometimes,Often,2,50,Male,United States of America,Nebraska,White,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,Yes,I don't know,Maybe,TRUE,8,5,,,Yes,Yes,Sometimes,Often,2,45,Male,United States of America,Washington,White,United States of America
2019,FALSE,100-500,FALSE,Not eligible for coverage / NA,N/A,Yes,I don't know,I don't know,Yes,FALSE,1,1,,,Yes,Yes,Sometimes,Often,1,49,Male,United Kingdom,,,United Kingdom
2019,FALSE,100-500,FALSE,No,No,No,No,I don't know,Maybe,FALSE,8,2,,,No,,Not applicable to me,Not applicable to me,2,40,Male,United Kingdom,,,United Kingdom
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,Possibly,,Often,Often,3,32,Male,Spain,,,Spain
2019,FALSE,500-1000,TRUE,Yes,No,Yes,Yes,Yes,Yes,FALSE,9,9,,,No,,Not applicable to me,Not applicable to me,3,38,F,Pakistan,,,Pakistan
2019,FALSE,More than 1000,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,TRUE,6,5,,,Possibly,,Rarely,Sometimes,2,37,M,United States of America,South Carolina,White,United States of America
2019,FALSE,100-500,TRUE,I don't know,No,Yes,I don't know,I don't know,Maybe,TRUE,4,4,,,Possibly,,Not applicable to me,Not applicable to me,3,28,Woman,United States of America,Oregon,White Hispanic,United States of America
2019,FALSE,More than 1000,TRUE,Yes,No,No,Yes,Yes,No,FALSE,9,9,,,Don't Know,,Not applicable to me,Not applicable to me,4,25,m,United States of America,California,Asian,United States of America
2019,TRUE,,,,,,,,,,,,"No, because it doesn't matter",I'm not sure,No,,Sometimes,Sometimes,4,28,Male,Brazil,,,Brazil
2019,FALSE,25-Jun,TRUE,Not eligible for coverage / NA,N/A,No,I don't know,I don't know,Maybe,FALSE,6,6,,,Possibly,,Often,Often,3,38,Male,Brazil,,,Brazil
2019,FALSE,26-100,TRUE,I don't know,No,Yes,No,I don't know,No,FALSE,8,6,,,No,,Rarely,Sometimes,4,25,male,India,,,India
2019,FALSE,25-Jun,TRUE,Yes,Yes,No,No,Yes,Yes,TRUE,8,8,,,Yes,No,Rarely,Sometimes,2,49,male,Canada,,,Canada
2019,FALSE,More than 1000,FALSE,Yes,No,No,No,I don't know,No,TRUE,6,5,,,Don't Know,,Sometimes,Often,1,19,masculino,Brazil,,,Brazil
2019,TRUE,,,,,,,,,,,,"Yes, always",No change,Don't Know,,Not applicable to me,Not applicable to me,4,43,male,Brazil,,,Brazil
2019,FALSE,500-1000,FALSE,Yes,No,Yes,No,No,No,TRUE,9,2,,,Don't Know,,Sometimes,Often,2,31,Male,Brazil,,,Brazil
2019,FALSE,More than 1000,FALSE,Yes,Yes,Yes,Yes,I don't know,No,TRUE,6,6,,,Yes,Yes,Sometimes,Often,2,30,Male,Brazil,,,Brazil
2019,FALSE,More than 1000,FALSE,I don't know,No,No,No,I don't know,Yes,TRUE,5,4,,,Yes,Yes,Sometimes,Often,3,39,male,Brazil,,,Brazil
2019,FALSE,100-500,FALSE,Not eligible for coverage / NA,N/A,Yes,No,I don't know,Yes,TRUE,3,3,,,Yes,Yes,Rarely,Often,1,22,male,Brazil,,,Brazil
2019,FALSE,More than 1000,FALSE,Yes,Yes,No,I don't know,Yes,No,FALSE,8,4,,,Yes,Yes,Sometimes,Often,2,29,Male,Brazil,,,Brazil
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,Yes,Yes,Sometimes,Often,2,30,Male,Brazil,,,Brazil
2019,FALSE,26-100,TRUE,Yes,Yes,No,No,Yes,No,FALSE,9,3,,,Yes,Yes,Rarely,Often,2,32,male,Brazil,,,Brazil
2019,FALSE,More than 1000,FALSE,No,No,No,No,I don't know,Maybe,TRUE,6,6,,,Yes,Yes,Sometimes,Often,4,41,Male,Brazil,,,Brazil
2019,FALSE,More than 1000,FALSE,I don't know,No,I don't know,I don't know,I don't know,Maybe,FALSE,6,6,,,Possibly,,Sometimes,Sometimes,2,27,F,Brazil,,,Brazil
2019,TRUE,,,,,,,,,,,,"No, because it doesn't matter",I'm not sure,Possibly,,Sometimes,Often,3,19,female,Indonesia,,,Indonesia
2019,FALSE,500-1000,TRUE,Yes,Yes,No,I don't know,Yes,Yes,TRUE,7,3,,,Yes,Yes,Rarely,Often,3,27,Male,United States of America,California,White,United States of America
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,Possibly,,Rarely,Sometimes,2,31,Male,Brazil,,,Brazil
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,No,,Not applicable to me,Not applicable to me,1,25,Female,South Africa,,,South Africa
2019,FALSE,More than 1000,TRUE,No,No,No,Yes,Yes,No,TRUE,6,1,,,No,,Often,Often,1,36,male,India,,,India
2019,FALSE,25-Jun,FALSE,No,No,Yes,No,I don't know,No,FALSE,3,2,,,Yes,Yes,Often,Often,3,28,F,United States of America,Washington,White,United States of America
2019,FALSE,500-1000,TRUE,Yes,Yes,No,No,I don't know,No,FALSE,5,2,,,Possibly,,Sometimes,Sometimes,1,27,f,United States of America,California,Asian,United States of America
2019,FALSE,26-100,TRUE,Yes,Yes,No,No,Yes,Yes,TRUE,7,5,,,Yes,Yes,Rarely,Often,2,47,None,United States of America,Michigan,White,United States of America
2019,FALSE,26-100,TRUE,I don't know,No,No,No,I don't know,Maybe,FALSE,5,3,,,Yes,Yes,Rarely,Sometimes,2,25,Male,India,,,India
2019,FALSE,100-500,TRUE,I don't know,No,No,No,I don't know,Yes,FALSE,2,3,,,No,,Not applicable to me,Not applicable to me,3,30,female,United States of America,California,Asian,United States of America
2019,FALSE,100-500,FALSE,Not eligible for coverage / NA,No,I don't know,I don't know,I don't know,No,FALSE,5,5,,,Yes,Yes,Rarely,Sometimes,1,45,M,United States of America,North Carolina,White,United States of America
2019,TRUE,,,,,,,,,,,,"No, because it doesn't matter",Not applicable to me,Possibly,,Not applicable to me,Not applicable to me,3,41,I am a Wookie,Afghanistan,,,Afghanistan
2019,FALSE,25-Jun,TRUE,No,N/A,No,No,No,No,FALSE,3,2,,,Possibly,,Not applicable to me,Sometimes,2,24,Female,South Africa,,,South Africa
2019,FALSE,More than 1000,TRUE,I don't know,No,No,No,Yes,No,FALSE,10,2,,,No,,Not applicable to me,Not applicable to me,1,26,Female ,United States of America,Washington,Asian,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,No,No,I don't know,No,FALSE,6,3,,,Yes,Yes,Sometimes,Often,1,32,female,United States of America,Washington,White,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,Yes,I don't know,Maybe,FALSE,5,5,,,Yes,Yes,Sometimes,Often,2,43,female,United States of America,Washington,White,United States of America
2019,TRUE,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,5,37,Male,United States of America,Michigan,European American,United States of America
2019,FALSE,500-1000,FALSE,I don't know,No,I don't know,I don't know,I don't know,Yes,TRUE,5,5,,,Yes,Yes,Rarely,Sometimes,2,51,Make,United States of America,Texas,White,United States of America
2019,TRUE,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,3,56,Male,United States of America,North Carolina,White,United States of America
2019,FALSE,500-1000,FALSE,Yes,Yes,Yes,Yes,I don't know,Yes,FALSE,7,7,,,Possibly,,Sometimes,Sometimes,3,30,Male,United States of America,Pennsylvania,White,United States of America
2019,FALSE,26-100,TRUE,I don't know,No,No,No,I don't know,No,FALSE,7,2,,,No,,Not applicable to me,Not applicable to me,3,48,Trans non-binary/genderfluid,United States of America,Virginia,White,United States of America
2019,FALSE,100-500,TRUE,Yes,Yes,No,No,I don't know,No,FALSE,7,5,,,Yes,Yes,Rarely,Sometimes,2,28,Female,United States of America,District of Columbia,More than one of the above,United States of America
2019,FALSE,25-Jun,TRUE,No,No,No,No,I don't know,Maybe,FALSE,5,2,,,Yes,Yes,Sometimes,Often,2,26,Female,United States of America,Virginia,White,United States of America
2019,FALSE,25-Jun,FALSE,No,N/A,No,No,No,Yes,FALSE,5,2,,,No,,Not applicable to me,Not applicable to me,3,45,male,United States of America,Kansas,White,United States of America
2019,FALSE,26-100,TRUE,Yes,Yes,Yes,Yes,Yes,Maybe,FALSE,8,8,,,No,,Not applicable to me,Not applicable to me,4,37,m,Estonia,,,Estonia
2019,FALSE,100-500,TRUE,Yes,No,Yes,Yes,Yes,Yes,TRUE,7,7,,,Yes,Yes,Often,Often,3,42,Female,United Kingdom,,,United Kingdom
2019,FALSE,26-100,TRUE,I don't know,No,No,No,I don't know,No,FALSE,5,5,,,Yes,Yes,Sometimes,Often,3,34,Male,United States of America,Michigan,Caucasian,United States of America
2019,FALSE,More than 1000,TRUE,I don't know,No,Yes,Yes,I don't know,No,FALSE,7,5,,,No,,Rarely,Rarely,3,35,Female,India,,,India
2019,FALSE,More than 1000,FALSE,Yes,No,No,No,I don't know,No,FALSE,10,0,,,Yes,Yes,Often,Often,1,28,male,Mexico,,,Mexico
2019,FALSE,26-100,TRUE,I don't know,No,No,No,I don't know,Yes,FALSE,8,5,,,No,,Sometimes,Sometimes,3,26,Male,India,,,India
2019,FALSE,100-500,FALSE,I don't know,No,No,No,No,No,FALSE,3,0,,,Don't Know,,Not applicable to me,Never,3,34,F,India,,,India
2019,FALSE,More than 1000,TRUE,I don't know,No,No,No,I don't know,No,FALSE,9,1,,,No,,Rarely,Rarely,5,28,,India,,,India
2019,FALSE,100-500,TRUE,Yes,Yes,Yes,Yes,I don't know,Yes,TRUE,7,7,,,No,,Not applicable to me,Not applicable to me,2,34,Female,United States of America,Massachusetts,White,United States of America
2019,TRUE,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,2,45,Male,Ireland,,,Ireland
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",Positively,Possibly,,Sometimes,Often,1,59,Female,United Kingdom,,,United Kingdom
2019,FALSE,26-100,TRUE,I don't know,No,No,No,I don't know,Maybe,FALSE,3,0,,,Yes,Yes,Often,Often,2,41,Male,United States of America,Ohio,I prefer not to answer,United States of America
2019,FALSE,More than 1000,FALSE,Yes,No,I don't know,I don't know,Yes,Yes,TRUE,7,5,,,Yes,Yes,Sometimes,Sometimes,3,38,,United States of America,Tennessee,White,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,Yes,I don't know,No,TRUE,8,8,,,No,,Sometimes,Not applicable to me,3,42,Female,United States of America,California,White,United States of America
2019,FALSE,100-500,TRUE,I don't know,N/A,No,I don't know,Yes,Yes,TRUE,6,8,,,Yes,Yes,Rarely,Often,3,21,Male,United States of America,Ohio,White,United States of America
2019,FALSE,26-100,TRUE,Yes,Yes,Yes,No,Yes,Yes,FALSE,9,3,,,No,,Not applicable to me,Not applicable to me,3,30,female,United States of America,Illinois,White,United States of America
2019,FALSE,100-500,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,TRUE,8,8,,,Yes,Yes,Rarely,Sometimes,3,46,CIS Male,United States of America,New York,White,United States of America
2019,TRUE,,,,,,,,,,,,"No, because it would impact me negatively",Not applicable to me,Yes,Yes,Rarely,Often,3,36,female,United States of America,New York,Black or African American,United States of America
2019,FALSE,More than 1000,TRUE,I don't know,Yes,No,No,Yes,Maybe,FALSE,6,4,,,No,,Never,Never,3,41,Male,India,,,India
2019,TRUE,,,,,,,,,,,,"No, because it would impact me negatively",Not applicable to me,Yes,Yes,Sometimes,Often,3,33,Female,Portugal,,,Portugal
2019,FALSE,5-Jan,TRUE,Yes,No,No,Yes,I don't know,Yes,TRUE,6,3,,,Yes,Yes,Sometimes,Often,4,41,m,Estonia,,,Estonia
2019,FALSE,More than 1000,FALSE,Yes,Yes,No,Yes,I don't know,No,FALSE,10,5,,,Possibly,,Often,Often,2,25,Male,United Kingdom,,,United Kingdom
2019,FALSE,25-Jun,TRUE,No,No,Yes,No,No,No,TRUE,4,3,,,Yes,Yes,Sometimes,Often,3,27,agender,Germany,,,Germany
2019,FALSE,More than 1000,TRUE,I don't know,No,Yes,Yes,I don't know,No,FALSE,8,6,,,Yes,Yes,Never,Often,2,47,Female,United States of America,North Carolina,White,United States of America
2019,FALSE,26-100,TRUE,Yes,Yes,No,I don't know,Yes,Yes,FALSE,8,5,,,Yes,Yes,Not applicable to me,Often,3,24,Male,United States of America,Utah,White,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,Yes,Yes,Maybe,TRUE,7,7,,,Yes,Yes,Often,Often,4,40,male,United States of America,Utah,White,United States of America
2019,FALSE,100-500,TRUE,Yes,Yes,No,No,I don't know,No,FALSE,5,5,,,No,,Not applicable to me,Not applicable to me,3,37,M,United States of America,Colorado,White,United States of America
2019,FALSE,More than 1000,TRUE,I don't know,No,No,Yes,I don't know,Yes,FALSE,5,3,,,Don't Know,,Sometimes,Sometimes,3,38,Male,United States of America,Washington,White,United States of America
2019,FALSE,More than 1000,TRUE,I don't know,No,I don't know,Yes,I don't know,Yes,FALSE,2,0,,,No,,Rarely,Sometimes,1,47,Male,United States of America,Washington,White,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,TRUE,5,5,,,Yes,Yes,Rarely,Often,3,30,Female,United States of America,Washington,White,United States of America
2019,FALSE,26-100,FALSE,Not eligible for coverage / NA,N/A,No,No,I don't know,No,TRUE,0,0,,,Possibly,,Often,Often,3,24,Female,United States of America,Maryland,White,United States of America
2019,FALSE,More than 1000,FALSE,Yes,Yes,No,Yes,Yes,Maybe,TRUE,5,3,,,Yes,Yes,Rarely,Often,2,38,Female,United States of America,Idaho,White,United States of America
2019,FALSE,25-Jun,TRUE,Yes,Yes,Yes,Yes,I don't know,Yes,TRUE,9,9,,,Yes,Yes,Rarely,Not applicable to me,3,42,Male,Canada,,,Canada
2019,FALSE,100-500,TRUE,No,No,No,No,I don't know,No,FALSE,6,0,,,No,,Not applicable to me,Not applicable to me,1,39,Male,Greece,,,Greece
2019,FALSE,More than 1000,TRUE,I don't know,No,No,I don't know,Yes,Maybe,FALSE,7,0,,,Possibly,,Rarely,Sometimes,2,42,Male,United States of America,Colorado,White,United States of America
2019,FALSE,More than 1000,FALSE,Yes,Yes,No,I don't know,Yes,Yes,TRUE,10,8,,,Yes,Yes,Rarely,Often,2,47,male,United States of America,California,White,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,No,No,Yes,Yes,FALSE,7,1,,,No,,Not applicable to me,Sometimes,2,29,Male,Poland,,,Poland
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,I don't know,I don't know,No,FALSE,7,2,,,No,,Not applicable to me,Not applicable to me,1,55,M,United States of America,Arizona,More than one of the above,United States of America
2019,FALSE,500-1000,TRUE,I don't know,No,I don't know,I don't know,I don't know,Maybe,FALSE,5,5,,,Yes,Yes,Rarely,Often,1,34,Non-binary and gender fluid,United States of America,Louisiana,I prefer not to answer,United States of America
2019,FALSE,More than 1000,TRUE,Yes,Yes,Yes,Yes,Yes,Yes,FALSE,8,9,,,No,,Sometimes,Sometimes,4,45,Male,Japan,,,Japan
2019,FALSE,More than 1000,FALSE,I don't know,N/A,Yes,Yes,Yes,Maybe,FALSE,5,5,,,No,,Not applicable to me,Not applicable to me,2,46,male,United Kingdom,,,United Kingdom
2019,FALSE,More than 1000,FALSE,Yes,No,No,Yes,I don't know,No,FALSE,7,1,,,Possibly,,Sometimes,Often,2,23,Female,India,,,India
2019,FALSE,100-500,FALSE,No,No,No,No,No,No,FALSE,5,6,,,Possibly,,Often,Often,3,22,female,United States of America,New York,White,United States of America
2019,FALSE,26-100,TRUE,No,N/A,No,No,I don't know,Maybe,TRUE,7,4,,,Yes,Yes,Sometimes,Often,2,30,Male,New Zealand,,,New Zealand
2019,TRUE,,,,,,,,,,,,"Sometimes, if it comes up",No change,Yes,Yes,Sometimes,Often,2,27,Male,United States of America,Colorado,I prefer not to answer,United States of America
2019,FALSE,100-500,TRUE,Yes,No,No,I don't know,I don't know,No,FALSE,4,2,,,Yes,Yes,Often,Often,3,42,Female,United States of America,Texas,White,United States of America
2019,FALSE,26-100,TRUE,Yes,No,No,No,Yes,Yes,TRUE,8,7,,,No,,Sometimes,Often,2,26,Femile,Brazil,,,Brazil
2019,FALSE,25-Jun,TRUE,No,No,No,No,I don't know,Maybe,FALSE,8,5,,,No,,Not applicable to me,Often,3,31,female,United States of America,California,Asian,United States of America
2019,FALSE,More than 1000,FALSE,I don't know,No,No,I don't know,I don't know,No,FALSE,5,5,,,Possibly,,Sometimes,Sometimes,3,27,male,India,,,India
2019,TRUE,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,3,48,m,United States of America,Louisiana,White,United States of America
2019,TRUE,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Never,Never,5,50,M,India,,,India
2019,FALSE,More than 1000,TRUE,No,No,No,No,Yes,No,FALSE,9,3,,,Possibly,,Often,Often,2,30,female,India,,,India
2019,FALSE,More than 1000,TRUE,Yes,Yes,No,Yes,Yes,Maybe,TRUE,5,3,,,Yes,Yes,Sometimes,Often,3,24,Female (cis),United States of America,Oregon,White,United States of America
2020,1,,,,,,,,,,,,"No, because it doesn't matter",I'm not sure,Don't Know,,Not applicable to me,Sometimes,2,45,Male,United States of America,Connecticut,White,United States of America
2020,1,,,,,,,,,,,,"Yes, always",Positively,Yes,Yes,Never,Never,5,24,female,Russia,,,Russia
2020,1,,,,,,,,,,,,"No, because it would impact me negatively",Negatively,Yes,No,Often,Often,1,46,Male,India,,,India
2020,1,,,,,,,,,,,,"No, because it would impact me negatively",Negatively,Yes,No,Often,Sometimes,1,25,Female,Canada,,,Canada
2020,1,,,,,,,,,,,,"Yes, always",I'm not sure,Don't Know,,Rarely,Often,3,25,F,Canada,,,Canada
2020,1,,,,,,,,,,,,"No, because it doesn't matter",No change,No,,Rarely,Rarely,1,5,f,United States of America,Alabama,Asian,United States of America
2020,1,,,,,,,,,,,,"Yes, always",Positively,Yes,Yes,Never,Never,1,1,,Japan,,,Afghanistan
2020,1,,,,,,,,,,,,"No, because it would impact me negatively",Not applicable to me,Possibly,,Sometimes,Often,2,35,Male,United States of America,Minnesota,White,United States of America
2020,1,,,,,,,,,,,,"No, because it would impact me negatively",Not applicable to me,No,,Often,Sometimes,4,34,female,Ireland,,,Ireland
2020,1,,,,,,,,,,,,"No, because it doesn't matter",I'm not sure,No,,Rarely,Often,2,23,Female,Turkey,,,Turkey
